LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,GDPHRWKD,TOT,IDX2015,A,2008,96.742409,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2009,96.664018,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2010,97.157823,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2011,96.512861,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2012,97.353585,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2013,97.954381,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2014,98.738413,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2016,100.669968,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2017,102.753489,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2018,101.958227,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2019,101.566262,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2020,102.484362,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2021,103.995967,NA
NOR,GDPHRWKD,TOT,IDX2015,A,2022,103.454276,NA
POL,GDPHRWKD,TOT,IDX2015,A,1993,41.689178,NA
POL,GDPHRWKD,TOT,IDX2015,A,1994,43.749851,NA
POL,GDPHRWKD,TOT,IDX2015,A,1995,47.258978,NA
POL,GDPHRWKD,TOT,IDX2015,A,1996,49.186145,NA
POL,GDPHRWKD,TOT,IDX2015,A,1997,51.767954,NA
POL,GDPHRWKD,TOT,IDX2015,A,1998,54.202662,NA
POL,GDPHRWKD,TOT,IDX2015,A,1999,59.075557,NA
POL,GDPHRWKD,TOT,IDX2015,A,2000,63.769914,NA
POL,GDPHRWKD,TOT,IDX2015,A,2001,65.973201,NA
POL,GDPHRWKD,TOT,IDX2015,A,2002,69.585842,NA
POL,GDPHRWKD,TOT,IDX2015,A,2003,72.669024,NA
POL,GDPHRWKD,TOT,IDX2015,A,2004,75.422037,NA
POL,GDPHRWKD,TOT,IDX2015,A,2005,76.620798,NA
POL,GDPHRWKD,TOT,IDX2015,A,2006,78.754908,NA
POL,GDPHRWKD,TOT,IDX2015,A,2007,80.804122,NA
POL,GDPHRWKD,TOT,IDX2015,A,2008,81.429216,NA
POL,GDPHRWKD,TOT,IDX2015,A,2009,84.064151,NA
POL,GDPHRWKD,TOT,IDX2015,A,2010,89.116174,B
POL,GDPHRWKD,TOT,IDX2015,A,2011,93.31956,NA
POL,GDPHRWKD,TOT,IDX2015,A,2012,94.895242,NA
POL,GDPHRWKD,TOT,IDX2015,A,2013,95.948364,NA
POL,GDPHRWKD,TOT,IDX2015,A,2014,97.622509,NA
POL,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
POL,GDPHRWKD,TOT,IDX2015,A,2016,102.001142,NA
POL,GDPHRWKD,TOT,IDX2015,A,2017,106.982369,NA
POL,GDPHRWKD,TOT,IDX2015,A,2018,114.261674,NA
POL,GDPHRWKD,TOT,IDX2015,A,2019,119.703575,NA
POL,GDPHRWKD,TOT,IDX2015,A,2020,118.207222,NA
POL,GDPHRWKD,TOT,IDX2015,A,2021,119.126437,NA
POL,GDPHRWKD,TOT,IDX2015,A,2022,125.641562,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1970,40.958864,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1971,43.191114,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1972,47.178823,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1973,53.193759,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1974,50.569141,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1975,46.484605,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1976,49.293865,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1977,52.067757,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1978,53.984262,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1979,56.666206,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1980,58.303208,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1981,59.322322,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1982,60.986978,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1983,58.523252,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1984,57.91986,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1985,60.158958,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1986,62.925976,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1987,64.693409,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1988,67.794021,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1989,69.817784,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1990,71.46945,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1991,75.201804,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1992,77.902622,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1993,77.806832,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1994,78.307778,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1995,79.405178,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1996,80.788405,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1997,82.409053,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1998,83.333554,NA
PRT,GDPHRWKD,TOT,IDX2015,A,1999,85.191831,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2000,86.104637,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2001,87.022075,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2002,87.674985,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2003,88.032491,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2004,89.952471,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2005,90.974685,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2006,92.665834,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2007,94.119583,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2008,94.728332,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2009,94.32021,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2010,97.199073,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2011,98.642516,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2012,99.606805,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2013,101.046902,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2014,100.020757,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2016,100.063293,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2017,100.8779,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2018,100.783377,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2019,102.31032,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2020,103.462833,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2021,104.500826,NA
PRT,GDPHRWKD,TOT,IDX2015,A,2022,110.14815,NA
SVK,GDPHRWKD,TOT,IDX2015,A,1995,46.328128,NA
SVK,GDPHRWKD,TOT,IDX2015,A,1996,49.275068,NA
SVK,GDPHRWKD,TOT,IDX2015,A,1997,52.440577,NA
SVK,GDPHRWKD,TOT,IDX2015,A,1998,55.081643,NA
SVK,GDPHRWKD,TOT,IDX2015,A,1999,56.628198,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2000,58.450535,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2001,60.502381,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2002,64.852249,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2003,69.939165,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2004,71.918667,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2005,74.29163,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2006,78.73689,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2007,84.679472,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2008,86.504499,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2009,84.027822,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2010,89.798014,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2011,91.203199,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2012,92.564114,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2013,94.803338,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2014,96.661922,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2016,100.379876,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2017,102.645876,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2018,105.286173,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2019,107.565979,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2020,114.066472,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2021,119.46396,NA
SVK,GDPHRWKD,TOT,IDX2015,A,2022,116.484205,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1970,37.582809,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1971,39.123319,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1972,42.270507,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1973,44.941087,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1974,46.989696,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1975,47.789759,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1976,49.722879,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1977,51.562967,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1978,53.977582,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1979,56.171308,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1980,59.57542,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1981,62.060954,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1982,64.096169,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1983,66.607224,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1984,71.057022,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1985,73.873846,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1986,74.887676,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1987,75.771489,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1988,77.114136,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1989,78.546913,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1990,78.443401,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1991,79.078701,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1992,81.311551,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1993,83.204731,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1994,85.641666,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1995,86.357948,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1996,87.314344,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1997,87.168296,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1998,86.757607,NA
ESP,GDPHRWKD,TOT,IDX2015,A,1999,86.451833,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2000,86.853672,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2001,86.992814,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2002,87.127687,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2003,87.38699,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2004,87.667071000000007,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2005,88.009535,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2006,88.524184,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2007,89.502613,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2008,89.733039,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2009,91.895675,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2010,94.231736,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2011,95.622838,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2012,97.467504,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2013,98.90578,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2014,99.211993,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2016,100.457181,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2017,101.334899,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2018,101.103306,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2019,101.664137,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2020,101.697456,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2021,100.116692,NA
ESP,GDPHRWKD,TOT,IDX2015,A,2022,101.464461,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1970,44.263008,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1971,45.611787,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1972,47.625196,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1973,49.810535,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1974,50.993841,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1975,52.053847,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1976,52.034089,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1977,52.174386,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1978,54.152187,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1979,55.911166,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1980,56.188817,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1981,56.6882,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1982,56.978858,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1983,57.554262,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1984,59.377632,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1985,59.886638,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1986,61.200136,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1987,62.348692,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1988,62.278264,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1989,63.092804,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1990,63.107842,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1991,63.902364,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1992,65.349278,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1993,66.770317,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1994,68.43534,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1995,69.691401,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1996,70.829987,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1997,73.737432,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1998,75.692035,NA
SWE,GDPHRWKD,TOT,IDX2015,A,1999,76.85768,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2000,79.629707,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2001,80.260403,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2002,83.169216,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2003,86.31414,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2004,89.352479,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2005,91.891042,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2006,94.537496,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2007,94.809611,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2008,93.140242,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2009,91.828442,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2010,95.047112,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2011,95.817586,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2012,95.358961,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2013,96.122048,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2014,97.218063,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2016,99.384945,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2017,100.270459,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2018,100.637005,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2019,102.934086,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2020,104.029507,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2021,106.974634,NA
SWE,GDPHRWKD,TOT,IDX2015,A,2022,107.292017,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1970,58.798051,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1971,60.427234,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1972,62.247125,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1973,64.393384,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1974,66.371364,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1975,64.926083,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1976,66.04307,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1977,68.318503,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1978,68.450978,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1979,69.892642,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1980,72.034005,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1981,72.276758,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1982,71.414264,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1983,72.467462,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1984,74.730119,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1985,76.221644,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1986,76.286246,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1987,75.687904,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1988,76.208526,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1989,78.106917,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1990,78.929658,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1991,76.899974,B
CHE,GDPHRWKD,TOT,IDX2015,A,1992,77.580542,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1993,78.290949,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1994,78.839266,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1995,80.245745,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1996,81.964045,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1997,84.408347,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1998,85.417681,NA
CHE,GDPHRWKD,TOT,IDX2015,A,1999,85.040031,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2000,87.789313,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2001,89.805215,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2002,90.267824,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2003,89.839002,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2004,90.36092,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2005,92.443071,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2006,94.759845,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2007,96.588995,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2008,97.52976,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2009,95.343298,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2010,98.053752,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2011,97.492611,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2012,97.874372,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2013,99.682146,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2014,100.66456,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2016,100.642001,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2017,102.256129,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2018,104.616177,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2019,105.19707,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2020,106.678136,NA
CHE,GDPHRWKD,TOT,IDX2015,A,2021,108.469065,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1970,26.554207,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1971,27.681713,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1972,29.052423,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1973,29.576967,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1974,30.692168,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1975,32.752104,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1976,35.966538,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1977,36.341456,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1978,36.700713,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1979,36.242786,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1980,35.051282,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1981,36.577206,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1982,37.631763,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1983,39.276637,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1984,42.703972,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1985,43.168535,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1986,45.739186,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1987,50.016271,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1988,50.521521,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1989,48.591727,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1990,52.235828,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1991,50.613132,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1992,52.422813,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1993,58.879643,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1994,52.42685,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1995,54.94252,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1996,56.660475,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1997,61.349412,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1998,61.420533,NA
TUR,GDPHRWKD,TOT,IDX2015,A,1999,57.457043,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2000,62.351427,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2001,58.63482,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2002,62.573861,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2003,66.703512,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2004,72.799254,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2005,77.398474,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2006,81.036517,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2007,85.342439,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2008,85.059209,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2009,81.550972,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2010,83.60583,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2011,88.203014,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2012,90.050306,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2013,96.12967,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2014,96.077626,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2016,102.258194,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2017,107.118185,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2018,109.819438,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2019,114.002844,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2020,134.316255,NA
TUR,GDPHRWKD,TOT,IDX2015,A,2021,126.215189,E
GBR,GDPHRWKD,TOT,IDX2015,A,1970,40.809619,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1971,43.47149,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1972,46.041207,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1973,46.879404,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1974,46.542278,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1975,46.155592,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1976,48.217735,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1977,49.866394,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1978,52.2582,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1979,53.904373,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1980,54.419585,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1981,57.674792,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1982,59.391602,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1983,62.527157,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1984,61.959737,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1985,62.662497,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1986,64.313039,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1987,66.691913,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1988,66.559479,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1989,66.834784,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1990,67.584723,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1991,68.947831,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1992,72.237689,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1993,74.857935,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1994,76.683861,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1995,77.757192,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1996,78.5049,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1997,80.613137,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1998,82.556489,NA
GBR,GDPHRWKD,TOT,IDX2015,A,1999,84.364216,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2000,87.623554,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2001,88.516815,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2002,90.448717,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2003,92.902537,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2004,94.069696,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2005,94.877962,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2006,96.449704,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2007,97.815533,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2008,97.876231,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2009,95.517625,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2010,98.183656,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2011,98.203867,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2012,97.543225,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2013,98.011977,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2014,98.252909,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2015,100,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2016,99.629002,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2017,101.429445,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2018,101.908738,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2019,102.375673,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2020,103.558338,NA
GBR,GDPHRWKD,TOT,IDX2015,A,2021,101.80162,NA
USA,GDPHRWKD,TOT,IDX2015,A,1970,48.819783,NA
