LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,MFP,TOT,AGRWTH,A,1991,1.732464,
AUT,MFP,TOT,AGRWTH,A,1992,1.160581,
AUT,MFP,TOT,AGRWTH,A,1993,1.373337,
AUT,MFP,TOT,AGRWTH,A,1994,2.784615,
AUT,MFP,TOT,AGRWTH,A,1995,5.509766,
AUT,MFP,TOT,AGRWTH,A,1996,-0.190707,
AUT,MFP,TOT,AGRWTH,A,1997,0.275221,
AUT,MFP,TOT,AGRWTH,A,1998,2.570452,
AUT,MFP,TOT,AGRWTH,A,1999,1.020053,
AUT,MFP,TOT,AGRWTH,A,2000,1.329074,
AUT,MFP,TOT,AGRWTH,A,2001,-0.055296,
AUT,MFP,TOT,AGRWTH,A,2002,0.6434,
AUT,MFP,TOT,AGRWTH,A,2003,-0.207767,
AUT,MFP,TOT,AGRWTH,A,2004,1.224977,
AUT,MFP,TOT,AGRWTH,A,2005,1.624072,
AUT,MFP,TOT,AGRWTH,A,2006,2.066348,
AUT,MFP,TOT,AGRWTH,A,2007,2.022537,
AUT,MFP,TOT,AGRWTH,A,2008,-0.452293,
AUT,MFP,TOT,AGRWTH,A,2009,-2.16249,
AUT,MFP,TOT,AGRWTH,A,2010,0.944331,
AUT,MFP,TOT,AGRWTH,A,2011,0.692385,
AUT,MFP,TOT,AGRWTH,A,2012,0.25628,
AUT,MFP,TOT,AGRWTH,A,2013,-0.289308,
AUT,MFP,TOT,AGRWTH,A,2014,-0.168234,
AUT,MFP,TOT,AGRWTH,A,2015,0.611637,
AUT,MFP,TOT,AGRWTH,A,2016,-0.31935,
AUT,MFP,TOT,AGRWTH,A,2017,0.722947,
AUT,MFP,TOT,AGRWTH,A,2018,0.138031,
AUT,MFP,TOT,AGRWTH,A,2019,-0.586858,
AUT,MFP,TOT,AGRWTH,A,2020,-0.766258,
AUT,MFP,TOT,AGRWTH,A,2021,0.063116,
BEL,MFP,TOT,AGRWTH,A,1985,-0.236981,
BEL,MFP,TOT,AGRWTH,A,1986,0.834895,
BEL,MFP,TOT,AGRWTH,A,1987,1.139429,
BEL,MFP,TOT,AGRWTH,A,1988,2.399156,
BEL,MFP,TOT,AGRWTH,A,1989,1.176571,
BEL,MFP,TOT,AGRWTH,A,1990,0.141588,
BEL,MFP,TOT,AGRWTH,A,1991,1.900098,
BEL,MFP,TOT,AGRWTH,A,1992,1.409036,
BEL,MFP,TOT,AGRWTH,A,1993,0.227024,
BEL,MFP,TOT,AGRWTH,A,1994,2.198795,
BEL,MFP,TOT,AGRWTH,A,1995,-0.691592,
BEL,MFP,TOT,AGRWTH,A,1996,-0.235808,
BEL,MFP,TOT,AGRWTH,A,1997,1.490448,
BEL,MFP,TOT,AGRWTH,A,1998,-0.38353,
BEL,MFP,TOT,AGRWTH,A,1999,0.997774,
BEL,MFP,TOT,AGRWTH,A,2000,-0.020946,
BEL,MFP,TOT,AGRWTH,A,2001,-1.094598,
BEL,MFP,TOT,AGRWTH,A,2002,-0.332729,
BEL,MFP,TOT,AGRWTH,A,2003,-0.212758,
BEL,MFP,TOT,AGRWTH,A,2004,2.137556,
BEL,MFP,TOT,AGRWTH,A,2005,0.510042,
BEL,MFP,TOT,AGRWTH,A,2006,-0.073941,
BEL,MFP,TOT,AGRWTH,A,2007,1.105595,
BEL,MFP,TOT,AGRWTH,A,2008,-1.46267,
BEL,MFP,TOT,AGRWTH,A,2009,-1.87946,
BEL,MFP,TOT,AGRWTH,A,2010,1.032213,
BEL,MFP,TOT,AGRWTH,A,2011,-0.927074,
BEL,MFP,TOT,AGRWTH,A,2012,-0.162611,
BEL,MFP,TOT,AGRWTH,A,2013,0.156081,
BEL,MFP,TOT,AGRWTH,A,2014,0.784392,
BEL,MFP,TOT,AGRWTH,A,2015,0.915071,
BEL,MFP,TOT,AGRWTH,A,2016,-0.36613,
BEL,MFP,TOT,AGRWTH,A,2017,-0.487097,
BEL,MFP,TOT,AGRWTH,A,2018,-0.123367,
BEL,MFP,TOT,AGRWTH,A,2019,0.363221,
BEL,MFP,TOT,AGRWTH,A,2020,0.214773,
BEL,MFP,TOT,AGRWTH,A,2021,-0.045004,
CAN,MFP,TOT,AGRWTH,A,1985,0.856915,
CAN,MFP,TOT,AGRWTH,A,1986,-0.971771,
CAN,MFP,TOT,AGRWTH,A,1987,0.467283,
CAN,MFP,TOT,AGRWTH,A,1988,0.707197,
CAN,MFP,TOT,AGRWTH,A,1989,-0.340806,
CAN,MFP,TOT,AGRWTH,A,1990,-1.060588,
CAN,MFP,TOT,AGRWTH,A,1991,-0.898456,
CAN,MFP,TOT,AGRWTH,A,1992,1.02464,
CAN,MFP,TOT,AGRWTH,A,1993,1.525646,
CAN,MFP,TOT,AGRWTH,A,1994,1.851878,
CAN,MFP,TOT,AGRWTH,A,1995,0.822877,
CAN,MFP,TOT,AGRWTH,A,1996,-0.576627,
CAN,MFP,TOT,AGRWTH,A,1997,1.233129,
CAN,MFP,TOT,AGRWTH,A,1998,1.220608,
CAN,MFP,TOT,AGRWTH,A,1999,2.015868,
CAN,MFP,TOT,AGRWTH,A,2000,2.444156,
CAN,MFP,TOT,AGRWTH,A,2001,0.499402,
CAN,MFP,TOT,AGRWTH,A,2002,1.094486,
CAN,MFP,TOT,AGRWTH,A,2003,-0.304045,
CAN,MFP,TOT,AGRWTH,A,2004,0.357848,
CAN,MFP,TOT,AGRWTH,A,2005,1.203114,
CAN,MFP,TOT,AGRWTH,A,2006,0.35656,
CAN,MFP,TOT,AGRWTH,A,2007,-0.620584,
CAN,MFP,TOT,AGRWTH,A,2008,-0.969719,
CAN,MFP,TOT,AGRWTH,A,2009,-1.0838,
CAN,MFP,TOT,AGRWTH,A,2010,0.849155,
CAN,MFP,TOT,AGRWTH,A,2011,1.312142,
CAN,MFP,TOT,AGRWTH,A,2012,-0.371059,
CAN,MFP,TOT,AGRWTH,A,2013,0.926701,
CAN,MFP,TOT,AGRWTH,A,2014,2.083694,
CAN,MFP,TOT,AGRWTH,A,2015,-0.489114,
CAN,MFP,TOT,AGRWTH,A,2016,0.406248,
CAN,MFP,TOT,AGRWTH,A,2017,1.523199,
CAN,MFP,TOT,AGRWTH,A,2018,0.398361,
CAN,MFP,TOT,AGRWTH,A,2019,0.424405,
CAN,MFP,TOT,AGRWTH,A,2020,3.460181,
CAN,MFP,TOT,AGRWTH,A,2021,-2.651657,
DNK,MFP,TOT,AGRWTH,A,1985,1.439296,
DNK,MFP,TOT,AGRWTH,A,1986,1.216548,
DNK,MFP,TOT,AGRWTH,A,1987,-0.079832,
DNK,MFP,TOT,AGRWTH,A,1988,0.101479,
DNK,MFP,TOT,AGRWTH,A,1989,0.26204,
DNK,MFP,TOT,AGRWTH,A,1990,1.182445,
DNK,MFP,TOT,AGRWTH,A,1991,0.999298,
DNK,MFP,TOT,AGRWTH,A,1992,0.699086,
DNK,MFP,TOT,AGRWTH,A,1993,0.351797,
DNK,MFP,TOT,AGRWTH,A,1994,4.757727,
DNK,MFP,TOT,AGRWTH,A,1995,0.65308,
DNK,MFP,TOT,AGRWTH,A,1996,1.217151,
DNK,MFP,TOT,AGRWTH,A,1997,-0.072144,
DNK,MFP,TOT,AGRWTH,A,1998,-0.998203,
DNK,MFP,TOT,AGRWTH,A,1999,0.130036,
DNK,MFP,TOT,AGRWTH,A,2000,1.347865,
DNK,MFP,TOT,AGRWTH,A,2001,-1.213643,
DNK,MFP,TOT,AGRWTH,A,2002,-0.386928,
DNK,MFP,TOT,AGRWTH,A,2003,0.318357,
DNK,MFP,TOT,AGRWTH,A,2004,2.01372,
DNK,MFP,TOT,AGRWTH,A,2005,0.7117,
DNK,MFP,TOT,AGRWTH,A,2006,0.823502,
DNK,MFP,TOT,AGRWTH,A,2007,-0.67897,
DNK,MFP,TOT,AGRWTH,A,2008,-2.239138,
DNK,MFP,TOT,AGRWTH,A,2009,-2.866895,
DNK,MFP,TOT,AGRWTH,A,2010,2.618414,
DNK,MFP,TOT,AGRWTH,A,2011,0.260897,
DNK,MFP,TOT,AGRWTH,A,2012,0.970602,
DNK,MFP,TOT,AGRWTH,A,2013,0.388338,
DNK,MFP,TOT,AGRWTH,A,2014,1.112309,
DNK,MFP,TOT,AGRWTH,A,2015,1.167014,
DNK,MFP,TOT,AGRWTH,A,2016,1.084126,
DNK,MFP,TOT,AGRWTH,A,2017,1.463748,
DNK,MFP,TOT,AGRWTH,A,2018,1.4162,
DNK,MFP,TOT,AGRWTH,A,2019,0.422266,
DNK,MFP,TOT,AGRWTH,A,2020,-0.37771,
DNK,MFP,TOT,AGRWTH,A,2021,1.525704,
FIN,MFP,TOT,AGRWTH,A,1985,2.312728,
FIN,MFP,TOT,AGRWTH,A,1986,2.646727,
FIN,MFP,TOT,AGRWTH,A,1987,1.281613,
FIN,MFP,TOT,AGRWTH,A,1988,3.40004,
FIN,MFP,TOT,AGRWTH,A,1989,2.693016,
FIN,MFP,TOT,AGRWTH,A,1990,0.642647,
FIN,MFP,TOT,AGRWTH,A,1991,-2.050701,
FIN,MFP,TOT,AGRWTH,A,1992,0.81598,
FIN,MFP,TOT,AGRWTH,A,1993,3.080133,
FIN,MFP,TOT,AGRWTH,A,1994,3.897188,
FIN,MFP,TOT,AGRWTH,A,1995,1.838849,
FIN,MFP,TOT,AGRWTH,A,1996,1.899022,
FIN,MFP,TOT,AGRWTH,A,1997,3.17868,
FIN,MFP,TOT,AGRWTH,A,1998,3.401966,
FIN,MFP,TOT,AGRWTH,A,1999,1.886063,
FIN,MFP,TOT,AGRWTH,A,2000,3.719166,
FIN,MFP,TOT,AGRWTH,A,2001,1.235802,
FIN,MFP,TOT,AGRWTH,A,2002,0.545061,
FIN,MFP,TOT,AGRWTH,A,2003,1.357915,
FIN,MFP,TOT,AGRWTH,A,2004,2.850071,
FIN,MFP,TOT,AGRWTH,A,2005,1.439742,
FIN,MFP,TOT,AGRWTH,A,2006,2.165479,
FIN,MFP,TOT,AGRWTH,A,2007,2.841096,
FIN,MFP,TOT,AGRWTH,A,2008,-1.494582,
FIN,MFP,TOT,AGRWTH,A,2009,-6.111769,
FIN,MFP,TOT,AGRWTH,A,2010,2.942349,
FIN,MFP,TOT,AGRWTH,A,2011,1.315082,
FIN,MFP,TOT,AGRWTH,A,2012,-1.873515,
FIN,MFP,TOT,AGRWTH,A,2013,-0.153909,
FIN,MFP,TOT,AGRWTH,A,2014,-0.136037,
FIN,MFP,TOT,AGRWTH,A,2015,0.605036,
FIN,MFP,TOT,AGRWTH,A,2016,2.208902,
FIN,MFP,TOT,AGRWTH,A,2017,2.36074,
FIN,MFP,TOT,AGRWTH,A,2018,-0.967739,
FIN,MFP,TOT,AGRWTH,A,2019,-0.085247,
FIN,MFP,TOT,AGRWTH,A,2020,-0.63456,
FIN,MFP,TOT,AGRWTH,A,2021,0.85629,
FRA,MFP,TOT,AGRWTH,A,1985,2.523175,
FRA,MFP,TOT,AGRWTH,A,1986,1.291963,
FRA,MFP,TOT,AGRWTH,A,1987,0.3764,
FRA,MFP,TOT,AGRWTH,A,1988,2.404523,
FRA,MFP,TOT,AGRWTH,A,1989,2.445185,
FRA,MFP,TOT,AGRWTH,A,1990,1.184852,
FRA,MFP,TOT,AGRWTH,A,1991,-0.003636,
FRA,MFP,TOT,AGRWTH,A,1992,1.061812,
FRA,MFP,TOT,AGRWTH,A,1993,-0.340727,
FRA,MFP,TOT,AGRWTH,A,1994,1.28482,
FRA,MFP,TOT,AGRWTH,A,1995,1.542524,
FRA,MFP,TOT,AGRWTH,A,1996,0.314595,
FRA,MFP,TOT,AGRWTH,A,1997,0.934799,
FRA,MFP,TOT,AGRWTH,A,1998,1.685795,
FRA,MFP,TOT,AGRWTH,A,1999,0.749972,
FRA,MFP,TOT,AGRWTH,A,2000,1.747435,
FRA,MFP,TOT,AGRWTH,A,2001,0.716149,
FRA,MFP,TOT,AGRWTH,A,2002,1.544229,
FRA,MFP,TOT,AGRWTH,A,2003,-0.133275,
FRA,MFP,TOT,AGRWTH,A,2004,0.79245,
FRA,MFP,TOT,AGRWTH,A,2005,0.351365,
FRA,MFP,TOT,AGRWTH,A,2006,1.689137,
FRA,MFP,TOT,AGRWTH,A,2007,-0.642045,
FRA,MFP,TOT,AGRWTH,A,2008,-1.301958,
FRA,MFP,TOT,AGRWTH,A,2009,-2.003182,
FRA,MFP,TOT,AGRWTH,A,2010,0.89962,
FRA,MFP,TOT,AGRWTH,A,2011,0.748562,
FRA,MFP,TOT,AGRWTH,A,2012,-0.268625,
FRA,MFP,TOT,AGRWTH,A,2013,0.594054,
FRA,MFP,TOT,AGRWTH,A,2014,0.421814,
FRA,MFP,TOT,AGRWTH,A,2015,0.317589,
FRA,MFP,TOT,AGRWTH,A,2016,-0.111713,
FRA,MFP,TOT,AGRWTH,A,2017,1.462779,
FRA,MFP,TOT,AGRWTH,A,2018,0.073992,
FRA,MFP,TOT,AGRWTH,A,2019,0.03498,
FRA,MFP,TOT,AGRWTH,A,2020,-2.408889,
FRA,MFP,TOT,AGRWTH,A,2021,-0.039312,
DEU,MFP,TOT,AGRWTH,A,1985,1.487147,
DEU,MFP,TOT,AGRWTH,A,1986,0.903417,
DEU,MFP,TOT,AGRWTH,A,1987,0.615502,
DEU,MFP,TOT,AGRWTH,A,1988,1.984798,
DEU,MFP,TOT,AGRWTH,A,1989,2.656427,
DEU,MFP,TOT,AGRWTH,A,1990,2.908591,
DEU,MFP,TOT,AGRWTH,A,1991,2.747936,
DEU,MFP,TOT,AGRWTH,A,1992,1.331462,
DEU,MFP,TOT,AGRWTH,A,1993,0.436431,
DEU,MFP,TOT,AGRWTH,A,1994,1.839307,
DEU,MFP,TOT,AGRWTH,A,1995,0.887138,
DEU,MFP,TOT,AGRWTH,A,1996,0.793635,
DEU,MFP,TOT,AGRWTH,A,1997,1.601185,
DEU,MFP,TOT,AGRWTH,A,1998,0.528546,
DEU,MFP,TOT,AGRWTH,A,1999,0.465932,
DEU,MFP,TOT,AGRWTH,A,2000,1.612787,
DEU,MFP,TOT,AGRWTH,A,2001,1.424645,
DEU,MFP,TOT,AGRWTH,A,2002,0.017995,
DEU,MFP,TOT,AGRWTH,A,2003,-0.063064,
DEU,MFP,TOT,AGRWTH,A,2004,0.633889,
DEU,MFP,TOT,AGRWTH,A,2005,0.900672,
DEU,MFP,TOT,AGRWTH,A,2006,1.5984,
DEU,MFP,TOT,AGRWTH,A,2007,1.014054,
DEU,MFP,TOT,AGRWTH,A,2008,-0.342759,
DEU,MFP,TOT,AGRWTH,A,2009,-4.066906,
DEU,MFP,TOT,AGRWTH,A,2010,2.415872,
DEU,MFP,TOT,AGRWTH,A,2011,2.454602,
DEU,MFP,TOT,AGRWTH,A,2012,0.222315,
DEU,MFP,TOT,AGRWTH,A,2013,0.185885,
DEU,MFP,TOT,AGRWTH,A,2014,1.016825,
DEU,MFP,TOT,AGRWTH,A,2015,0.374308,
DEU,MFP,TOT,AGRWTH,A,2016,1.150906,
DEU,MFP,TOT,AGRWTH,A,2017,1.552372,
DEU,MFP,TOT,AGRWTH,A,2018,-0.062531,
DEU,MFP,TOT,AGRWTH,A,2019,0.350044,
DEU,MFP,TOT,AGRWTH,A,2020,-0.455111,
DEU,MFP,TOT,AGRWTH,A,2021,1.035986,
IRL,MFP,TOT,AGRWTH,A,1985,2.34982,
IRL,MFP,TOT,AGRWTH,A,1986,-1.812261,
IRL,MFP,TOT,AGRWTH,A,1987,4.35618,
IRL,MFP,TOT,AGRWTH,A,1988,4.136994,
IRL,MFP,TOT,AGRWTH,A,1989,4.776299,
IRL,MFP,TOT,AGRWTH,A,1990,4.371312,
IRL,MFP,TOT,AGRWTH,A,1991,2.945729,
IRL,MFP,TOT,AGRWTH,A,1992,4.043969,
IRL,MFP,TOT,AGRWTH,A,1993,2.067895,
IRL,MFP,TOT,AGRWTH,A,1994,2.452171,
IRL,MFP,TOT,AGRWTH,A,1995,4.726633,
IRL,MFP,TOT,AGRWTH,A,1996,3.395538,
IRL,MFP,TOT,AGRWTH,A,1997,6.053492,
IRL,MFP,TOT,AGRWTH,A,1998,1.612489,
IRL,MFP,TOT,AGRWTH,A,1999,3.51371,
IRL,MFP,TOT,AGRWTH,A,2000,4.140676,
IRL,MFP,TOT,AGRWTH,A,2001,1.321877,
IRL,MFP,TOT,AGRWTH,A,2002,3.535585,
IRL,MFP,TOT,AGRWTH,A,2003,0.504763,
IRL,MFP,TOT,AGRWTH,A,2004,2.692616,
IRL,MFP,TOT,AGRWTH,A,2005,-0.461633,
IRL,MFP,TOT,AGRWTH,A,2006,-0.533461,
IRL,MFP,TOT,AGRWTH,A,2007,0.426169,
IRL,MFP,TOT,AGRWTH,A,2008,-5.010227,
IRL,MFP,TOT,AGRWTH,A,2009,0.030338,
IRL,MFP,TOT,AGRWTH,A,2010,7.381863,
IRL,MFP,TOT,AGRWTH,A,2011,0.657868,
IRL,MFP,TOT,AGRWTH,A,2012,-1.258346,
IRL,MFP,TOT,AGRWTH,A,2013,-2.908313,
IRL,MFP,TOT,AGRWTH,A,2014,4.249124,
IRL,MFP,TOT,AGRWTH,A,2016,-5.374574,
IRL,MFP,TOT,AGRWTH,A,2017,2.622706,
IRL,MFP,TOT,AGRWTH,A,2018,3.826342,
IRL,MFP,TOT,AGRWTH,A,2019,-5.168375,
IRL,MFP,TOT,AGRWTH,A,2020,5.017629,
IRL,MFP,TOT,AGRWTH,A,2021,8.50786,
ITA,MFP,TOT,AGRWTH,A,1985,1.221649,
ITA,MFP,TOT,AGRWTH,A,1986,0.880614,
ITA,MFP,TOT,AGRWTH,A,1987,1.03821,
ITA,MFP,TOT,AGRWTH,A,1988,1.89592,
ITA,MFP,TOT,AGRWTH,A,1989,2.244815,
ITA,MFP,TOT,AGRWTH,A,1990,0.121334,
ITA,MFP,TOT,AGRWTH,A,1991,-0.542972,
ITA,MFP,TOT,AGRWTH,A,1992,0.415737,
ITA,MFP,TOT,AGRWTH,A,1993,0.675556,
ITA,MFP,TOT,AGRWTH,A,1994,3.041009,
ITA,MFP,TOT,AGRWTH,A,1995,2.192136,
ITA,MFP,TOT,AGRWTH,A,1996,-0.377246,
ITA,MFP,TOT,AGRWTH,A,1997,0.98559,
ITA,MFP,TOT,AGRWTH,A,1998,-0.381439,
ITA,MFP,TOT,AGRWTH,A,1999,-0.041382,
ITA,MFP,TOT,AGRWTH,A,2000,1.968967,
ITA,MFP,TOT,AGRWTH,A,2001,-0.047953,
ITA,MFP,TOT,AGRWTH,A,2002,-1.554562,
ITA,MFP,TOT,AGRWTH,A,2003,-1.317154,
ITA,MFP,TOT,AGRWTH,A,2004,0.249614,
ITA,MFP,TOT,AGRWTH,A,2005,-0.159188,
ITA,MFP,TOT,AGRWTH,A,2006,-0.389918,
ITA,MFP,TOT,AGRWTH,A,2007,-0.389988,
ITA,MFP,TOT,AGRWTH,A,2008,-1.273659,
ITA,MFP,TOT,AGRWTH,A,2009,-3.301808,
ITA,MFP,TOT,AGRWTH,A,2010,1.734964,
ITA,MFP,TOT,AGRWTH,A,2011,0.396626,
ITA,MFP,TOT,AGRWTH,A,2012,-1.402412,
ITA,MFP,TOT,AGRWTH,A,2013,-0.027719,
ITA,MFP,TOT,AGRWTH,A,2014,0.044111,
ITA,MFP,TOT,AGRWTH,A,2015,0.226499,
ITA,MFP,TOT,AGRWTH,A,2016,0.036966,
ITA,MFP,TOT,AGRWTH,A,2017,0.802494,
ITA,MFP,TOT,AGRWTH,A,2018,0.102575,
ITA,MFP,TOT,AGRWTH,A,2019,0.35067,
ITA,MFP,TOT,AGRWTH,A,2020,-0.540816,
ITA,MFP,TOT,AGRWTH,A,2021,0.78465,
JPN,MFP,TOT,AGRWTH,A,1985,3.343563,
JPN,MFP,TOT,AGRWTH,A,1986,0.931064,
JPN,MFP,TOT,AGRWTH,A,1987,2.494018,
JPN,MFP,TOT,AGRWTH,A,1988,3.769269,
JPN,MFP,TOT,AGRWTH,A,1989,2.418024,
JPN,MFP,TOT,AGRWTH,A,1990,2.842156,
JPN,MFP,TOT,AGRWTH,A,1991,1.15367,
JPN,MFP,TOT,AGRWTH,A,1992,-0.447156,
JPN,MFP,TOT,AGRWTH,A,1993,0.008567,
JPN,MFP,TOT,AGRWTH,A,1994,0.018668,
JPN,MFP,TOT,AGRWTH,A,1995,1.573011,
JPN,MFP,TOT,AGRWTH,A,1996,1.223106,
JPN,MFP,TOT,AGRWTH,A,1997,0.040797,
JPN,MFP,TOT,AGRWTH,A,1998,-0.927859,
JPN,MFP,TOT,AGRWTH,A,1999,0.525974,
JPN,MFP,TOT,AGRWTH,A,2000,1.64386,
JPN,MFP,TOT,AGRWTH,A,2001,0.060227,
JPN,MFP,TOT,AGRWTH,A,2002,0.426802,
JPN,MFP,TOT,AGRWTH,A,2003,0.799971,
JPN,MFP,TOT,AGRWTH,A,2004,1.665352,
JPN,MFP,TOT,AGRWTH,A,2005,0.951025,
JPN,MFP,TOT,AGRWTH,A,2006,-0.059517,
JPN,MFP,TOT,AGRWTH,A,2007,0.378957,
JPN,MFP,TOT,AGRWTH,A,2008,-1.06157,
JPN,MFP,TOT,AGRWTH,A,2009,-2.941543,
JPN,MFP,TOT,AGRWTH,A,2010,3.260541,
JPN,MFP,TOT,AGRWTH,A,2011,0.362265,
JPN,MFP,TOT,AGRWTH,A,2012,1.046984,
JPN,MFP,TOT,AGRWTH,A,2013,1.961779,
JPN,MFP,TOT,AGRWTH,A,2014,-0.079551,
JPN,MFP,TOT,AGRWTH,A,2015,1.5128,
JPN,MFP,TOT,AGRWTH,A,2016,0.0804,
JPN,MFP,TOT,AGRWTH,A,2017,0.894836,
JPN,MFP,TOT,AGRWTH,A,2018,0.295866,
JPN,MFP,TOT,AGRWTH,A,2019,0.392109,
JPN,MFP,TOT,AGRWTH,A,2020,-2.441166,
KOR,MFP,TOT,AGRWTH,A,1990,5.750934,
KOR,MFP,TOT,AGRWTH,A,1991,5.503134,
KOR,MFP,TOT,AGRWTH,A,1992,2.532154,
KOR,MFP,TOT,AGRWTH,A,1993,2.751757,
KOR,MFP,TOT,AGRWTH,A,1994,4.056494,
KOR,MFP,TOT,AGRWTH,A,1995,3.840811,
KOR,MFP,TOT,AGRWTH,A,1996,3.465793,
KOR,MFP,TOT,AGRWTH,A,1997,3.889817,
KOR,MFP,TOT,AGRWTH,A,1998,0.809136,
KOR,MFP,TOT,AGRWTH,A,1999,7.311485,
KOR,MFP,TOT,AGRWTH,A,2000,2.487049,
KOR,MFP,TOT,AGRWTH,A,2001,1.540566,
KOR,MFP,TOT,AGRWTH,A,2002,4.68606,
KOR,MFP,TOT,AGRWTH,A,2003,2.48398,
KOR,MFP,TOT,AGRWTH,A,2004,3.091656,
KOR,MFP,TOT,AGRWTH,A,2005,3.082357,
KOR,MFP,TOT,AGRWTH,A,2006,2.958597,
KOR,MFP,TOT,AGRWTH,A,2007,4.53197,
KOR,MFP,TOT,AGRWTH,A,2008,3.534109,
KOR,MFP,TOT,AGRWTH,A,2009,1.564445,
KOR,MFP,TOT,AGRWTH,A,2010,4.646794,
KOR,MFP,TOT,AGRWTH,A,2011,1.639372,
KOR,MFP,TOT,AGRWTH,A,2012,0.265289,
KOR,MFP,TOT,AGRWTH,A,2013,1.135071,
KOR,MFP,TOT,AGRWTH,A,2014,1.17048,
KOR,MFP,TOT,AGRWTH,A,2015,0.451057,
KOR,MFP,TOT,AGRWTH,A,2016,1.504317,
KOR,MFP,TOT,AGRWTH,A,2017,2.577885,
KOR,MFP,TOT,AGRWTH,A,2018,2.268977,
KOR,MFP,TOT,AGRWTH,A,2019,1.258427,
KOR,MFP,TOT,AGRWTH,A,2020,0.924124,
KOR,MFP,TOT,AGRWTH,A,2021,1.704254,
NLD,MFP,TOT,AGRWTH,A,1985,1.040944,
NLD,MFP,TOT,AGRWTH,A,1986,0.721761,
NLD,MFP,TOT,AGRWTH,A,1987,0.435593,
NLD,MFP,TOT,AGRWTH,A,1988,1.282546,
NLD,MFP,TOT,AGRWTH,A,1989,1.56739,
NLD,MFP,TOT,AGRWTH,A,1990,1.02367,
NLD,MFP,TOT,AGRWTH,A,1991,0.492155,
NLD,MFP,TOT,AGRWTH,A,1992,-0.587886,
NLD,MFP,TOT,AGRWTH,A,1993,0.783047,
NLD,MFP,TOT,AGRWTH,A,1994,1.425952,
NLD,MFP,TOT,AGRWTH,A,1995,-0.892331,
NLD,MFP,TOT,AGRWTH,A,1996,0.384797,
NLD,MFP,TOT,AGRWTH,A,1997,1.796229,
NLD,MFP,TOT,AGRWTH,A,1998,1.767357,
NLD,MFP,TOT,AGRWTH,A,1999,1.475975,
NLD,MFP,TOT,AGRWTH,A,2000,2.182869,
NLD,MFP,TOT,AGRWTH,A,2001,0.294757,
NLD,MFP,TOT,AGRWTH,A,2002,-0.106123,
NLD,MFP,TOT,AGRWTH,A,2003,0.40039,
NLD,MFP,TOT,AGRWTH,A,2004,1.161131,
NLD,MFP,TOT,AGRWTH,A,2005,1.580574,
NLD,MFP,TOT,AGRWTH,A,2006,1.135952,
NLD,MFP,TOT,AGRWTH,A,2007,0.2498,
NLD,MFP,TOT,AGRWTH,A,2008,0.120549,
NLD,MFP,TOT,AGRWTH,A,2009,-3.168461,
NLD,MFP,TOT,AGRWTH,A,2010,1.445383,
NLD,MFP,TOT,AGRWTH,A,2011,0.382519,
NLD,MFP,TOT,AGRWTH,A,2012,-0.802986,
NLD,MFP,TOT,AGRWTH,A,2013,-0.062534,
NLD,MFP,TOT,AGRWTH,A,2014,0.60575,
NLD,MFP,TOT,AGRWTH,A,2015,-0.26082,
NLD,MFP,TOT,AGRWTH,A,2016,0.053753,
NLD,MFP,TOT,AGRWTH,A,2017,0.822421,
NLD,MFP,TOT,AGRWTH,A,2018,0.074235,
NLD,MFP,TOT,AGRWTH,A,2019,-0.422593,
NLD,MFP,TOT,AGRWTH,A,2020,-2.188284,
NLD,MFP,TOT,AGRWTH,A,2021,1.902413,
NZL,MFP,TOT,AGRWTH,A,1987,-0.147124,
NZL,MFP,TOT,AGRWTH,A,1988,3.07736,
NZL,MFP,TOT,AGRWTH,A,1989,1.674378,
NZL,MFP,TOT,AGRWTH,A,1990,1.50941,
NZL,MFP,TOT,AGRWTH,A,1991,-2.132767,
NZL,MFP,TOT,AGRWTH,A,1992,2.491235,
NZL,MFP,TOT,AGRWTH,A,1993,2.907652,
NZL,MFP,TOT,AGRWTH,A,1994,0.842838,
NZL,MFP,TOT,AGRWTH,A,1995,0.622352,
NZL,MFP,TOT,AGRWTH,A,1996,0.079451,
NZL,MFP,TOT,AGRWTH,A,1997,2.037955,
NZL,MFP,TOT,AGRWTH,A,1998,-1.976224,
NZL,MFP,TOT,AGRWTH,A,1999,1.065635,
NZL,MFP,TOT,AGRWTH,A,2000,1.508657,
NZL,MFP,TOT,AGRWTH,A,2001,1.10776,
NZL,MFP,TOT,AGRWTH,A,2002,1.590417,
NZL,MFP,TOT,AGRWTH,A,2003,1.019171,
NZL,MFP,TOT,AGRWTH,A,2004,-1.082946,
NZL,MFP,TOT,AGRWTH,A,2005,-0.973637,
NZL,MFP,TOT,AGRWTH,A,2006,0.211045,
NZL,MFP,TOT,AGRWTH,A,2007,2.25857,
NZL,MFP,TOT,AGRWTH,A,2008,-3.888022,
NZL,MFP,TOT,AGRWTH,A,2009,3.342918,
NZL,MFP,TOT,AGRWTH,A,2010,-1.418112,
NZL,MFP,TOT,AGRWTH,A,2011,1.021633,
NZL,MFP,TOT,AGRWTH,A,2012,2.330684,
NZL,MFP,TOT,AGRWTH,A,2013,-2.108151,
NZL,MFP,TOT,AGRWTH,A,2014,-0.292877,
NZL,MFP,TOT,AGRWTH,A,2015,1.908103,
NZL,MFP,TOT,AGRWTH,A,2016,-0.719882,
